review_id,product_handle,product_id,author,email,rating,title,body,image_url,video_url,verified,date,country
1,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-03-21,
2,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-24,
3,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-25,
4,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-23,
5,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-02,
6,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-02,
7,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-03-25,
8,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-31,
9,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-31,
10,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-02,
11,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-01,
12,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-02,
13,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-01,
14,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-05-03,
15,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-06,
16,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-15,
17,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-12,
18,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-07,
19,top gainant,1005011856331052,s***h,,5,,,,,true,2026-03-18,
20,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-04,
21,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-16,
22,top gainant,1005011856331052,r***e,,5,,,,,true,2026-03-09,
23,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-23,
24,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-01,
25,top gainant,1005011856331052,c***a,,5,,,,,true,2026-03-27,
26,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-03,
27,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-25,
28,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-03-23,
29,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-09,
30,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-22,
31,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-18,
32,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-15,
33,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-09,
34,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-03-14,
35,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-22,
36,top gainant,1005011856331052,v***r,,5,,,,,true,2026-05-10,
37,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-13,
38,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-16,
39,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-05-09,
40,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-23,
41,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-07,
42,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-13,
43,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-14,
44,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-12,
45,top gainant,1005011856331052,r***e,,5,,,,,true,2026-03-08,
46,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-08,
47,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-23,
48,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-22,
49,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-05-09,
50,top gainant,1005011856331052,t***n,,5,,,,,true,2026-03-07,
51,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-01,
52,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-02,
53,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-25,
54,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-04,
55,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-29,
56,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-25,
57,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-16,
58,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-05-09,
59,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-12,
60,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-02,
61,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-29,
62,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-02,
63,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-02,
64,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-11,
65,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-21,
66,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-13,
67,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-01,
68,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-05,
69,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-04,
70,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-05-07,
71,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-17,
72,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-16,
73,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-25,
74,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-07,
75,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-30,
76,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-12,
77,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-05-10,
78,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-03,
79,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-15,
80,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-09,
81,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-04,
82,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-10,
83,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-27,
84,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-03-21,
85,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-04,
86,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-04,
87,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-15,
88,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-30,
89,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-20,
90,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-09,
91,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-20,
92,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-28,
93,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-16,
94,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-07,
95,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-21,
96,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-07,
97,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-04-18,
98,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-10,
99,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-30,
100,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-18,
101,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-20,
102,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-12,
103,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-04,
104,top gainant,1005011856331052,e***o,,4,,,,,true,2026-04-20,
105,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-11,
106,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-31,
107,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-24,
108,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-25,
109,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-19,
110,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-20,
111,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-03-11,
112,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-03,
113,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-08,
114,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-24,
115,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-07,
116,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-02,
117,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-25,
118,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-03-25,
119,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-03-05,
120,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-15,
121,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-29,
122,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-04-24,
123,top gainant,1005011856331052,Acheteur AliExpress,,5,,,,,true,2026-05-05,
124,top gainant,1005011856331052,r***e,,5,,,,,true,2026-03-24,
125,top gainant,1005011856331052,Acheteur AliExpress,,4,,,,,true,2026-03-04,
